0,1,2,3,4,5,6,7,8,9,10
5,14,317,0,17.3,0,0,0,0,0,91
5,14,318,0,17.2,0,0,0,0,0,91
5,14,319,0,17.5,11.55,56.2165322,23.68736023,5.655,5.655,90
5,14,320,0,18,44,26.4,26.4,26.4,26.4,88
5,14,321,0,18.7,157.2,152.0117661,82.31781244,72.72,72.72,86
5,14,322,0,19.5,242.3,188.8094851,111.2288588,110.73,110.73,84
5,14,323,0,20.4,176,105.6,105.6,105.6,105.6,81
5,14,324,0,21.2,385.17,217.797316,189.9973378,173.017,173.017,79
5,14,325,0,21.8,419.83,202.8535909,209.1334438,187.483,187.483,78
5,14,326,0,22.1,423.02,187.302,209.576436,205.0730753,187.302,77
5,14,327,0,22,393.76,172.876,191.1520593,223.7570425,172.876,78
5,14,328,0,21.5,336.82,146.182,156.3172002,226.6734661,146.182,80
5,14,329,0,20.6,261.43,111.143,112.5397951,216.8690732,111.143,83
5,14,330,0,19.7,182.03,73.703,90.79697225,208.0652765,73.703,87
5,14,331,0,18.9,42,25.2,25.2,25.2,25.2,92
